id,word,definition,instruction,source,category
187,bird,Feathered flying animal.,"Place the back of your hand against your mouth and move your thumb and index fingers up and down a couple of times, mimicking a bird's mouth moving up and down.",https://d2drp7fo8uq4gv.cloudfront.net/7939162e-3f04-408f-abc3-d44a92ed4203.mp4,animal
78,get,Obtain or receive.,"Begin with both hands away from you in a ""5"" handshape, with your dominant hand on top of your non-dominant hand. Then bring both hands towards yourself, while changing your hands into an ""S"" handshape.",https://d2drp7fo8uq4gv.cloudfront.net/aec8b1f8-bf3a-416d-8e51-df9a187f6213.mp4,activity
148,pen,Writing instrument with ink.,"Begin with your thumb and index fingers against the edge of your mouth. Then, bring your hand down and slide it across your palm.",https://d2drp7fo8uq4gv.cloudfront.net/8cfc80b6-a0dc-4ffc-aa44-13a46d4de97e.mp4,thing
188,chicken,Domestic fowl.,"Begin with the index finger of your dominant hand touching your mouth and the palm of your non-dominant hand laid out in front of you. Bring your dominant hand down to your palm, bringing the fingertips of your thumb and index fingers together as you touch your palm. After touching your palm, slightly lift your dominant hand up, bringing the fingertips of your thumb and index finger apart, and then bring it back down to your palm one more time.",https://d2drp7fo8uq4gv.cloudfront.net/2be6ba48-5d1d-4392-83ae-e01cc026d573.mp4,animal
35,hour,Unit of time equal to 60 minutes.,"With both of your hands oriented towards each other, make a ""1"" handshape with your dominant hand and move it in a circular motion.",https://d2drp7fo8uq4gv.cloudfront.net/41458fbc-7041-476b-8c33-badc56d6ba07.mp4,time
46,Saturday,The sixth weekday.,"With your hand in front of you and facing away from yourself in an ""S"" handshape, move your hand in a small circle a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/4cda93e8-7d3b-4abb-b412-5971ce57ae09.mp4,time
198,rose,Type of fragrant flower.,Tap the fingertips of your index and middle fingers on both sides of your face.,https://d2drp7fo8uq4gv.cloudfront.net/9fd8d19e-48ff-42d8-8c9f-fbce96dfd6a7.mp4,plant
49,yesterday,The day before today.,"Begin with your hand next to your chin with your thumb touching your chin. Then, move your hand off of your face and place your thumb against the side of your face near your ear.",https://d2drp7fo8uq4gv.cloudfront.net/216b38fd-4f72-4cf8-bcaf-2cabe5d244c6.mp4,time
91,watch,Observe attentively.,"Begin with both hands next to each other in front of you with your palms oriented down and your index and middle fingers pointing forward. Then, slightly move your hands forward a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/51430c23-3dc5-4ca1-ad70-642201d9b87d.mp4,activity
7,their,Possessive pronoun for third-person plural.,"Begin with your hand in front of you with your palm oriented away from yourself. Then, move your hand slightly forward and to the side while keeping your palm oriented away from yourself.",https://d2drp7fo8uq4gv.cloudfront.net/f42f546a-c49a-46db-84b6-ce03fef08974.mp4,pronouns
20,which,Question word asking for a choice.,"Begin with both hands next to each other in front of you with your thumbs pointing up. Then, move your hands in alternate directions up and down a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/5d378fe8-3410-4c74-8a13-29e8896cf183.mp4,question
38,year,Time taken by Earth to orbit the sun.,"Begin with both hands in front of you with the pinkie side of your dominant hand on top of the thumb side of your non-dominant hand. Then, move your hands in a circle around each other, with your hands ending up back where they began. Your dominant hand should move forward first, and your dominant hand should move backwards first when making the circular motion.",https://d2drp7fo8uq4gv.cloudfront.net/30028491-b88d-4ee9-81f5-8ddd1027dcd3.mp4,time
112,fast,Moving quickly.,"Begin with both hands in front of you, next to each other, with your thumbs pointing up. Then, move both hands toward yourself, while changing your handshapes to ""A"" handshapes.",https://d2drp7fo8uq4gv.cloudfront.net/aacb8b44-dc22-4e7d-8e6d-5e904356e946.mp4,attribute
127,from,Indicates origin.,"Begin with both hands in front of you, with the index finger of your non-dominant hand pointing up and the back of the index finger of your dominant hand touching your other index finger. Move your dominant hand back and away from your non-dominant hand while curling your index finger in.",https://d2drp7fo8uq4gv.cloudfront.net/1a8a05d6-9dca-4046-a41a-93b65b253d9f.mp4,preposition
167,police,Law enforcement officer.,Tap the thumb side of your dominant hand against the opposite side of your chest a couple of times. This sign mimics the outline of a police badge.,https://d2drp7fo8uq4gv.cloudfront.net/228b5ffb-aaa8-401f-92aa-0b80e8565d77.mp4,job
137,hospital,Medical treatment facility.,"Begin with your index and middle fingers pointing up and your hand near the opposite side of your forehead. Then, bring the thumb side of your hand against that side of your forehead, then bring it across and make contact with the other side of your forehead.",https://d2drp7fo8uq4gv.cloudfront.net/c861eb6f-9365-44dc-9f0d-d9f8afe20e22.mp4,place
86,say,Utter words.,"With your hand underneath your chin and your palm oriented toward yourself, tap the fingertip of your index finger on your chin a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/89f8e37a-5aad-4416-8c89-c445294b9878.mp4,activity
124,color,Hue property perceived by eyes.,Begin with your fingers in front of your mouth with your palm oriented toward yourself. Wiggle all of your fingers a few times.,https://d2drp7fo8uq4gv.cloudfront.net/92d5d951-ef75-46a0-aa62-1ceb0b59cc6e.mp4,color
69,know,Be aware of through observation or inquiry.,Tap your fingertips against the side of your head 2 times.,https://d2drp7fo8uq4gv.cloudfront.net/2fad266f-3a69-4112-bdbd-ed1af4cfd81a.mp4,activity
99,keep,Retain possession.,"Press the pinkie side of your dominant hand against the thumb side of your non-dominant hand, beginning with your dominant hand above your non-dominant hand",https://d2drp7fo8uq4gv.cloudfront.net/0a33a90b-ba69-4ca4-91ca-8df3eecadb32.mp4,activity
186,cat,Small domesticated feline.,"Begin with your hand next to the side of your face with your hand oriented toward yourself. Begin with some separation between your thumb and middle fingers, then move your hand away from your face and bring the tips of your thumb and middle fingers together. Make this motion a couple of times. This sign mimics making the outline of cat whiskers.",https://d2drp7fo8uq4gv.cloudfront.net/a5125f80-c185-48b1-8199-c15670c39000.mp4,animal
115,easy,Not difficult.,"Begin with your dominant hand slightly in front of your non-dominant hand. Move your dominant hand back 2 times, with the fingertips of your dominant hand making contact with the fingertips of your non-dominant hand.",https://d2drp7fo8uq4gv.cloudfront.net/556ade6e-5081-4332-8284-ae0e4c4cd3f9.mp4,attribute
105,good,Positive or satisfactory.,"Begin with both hands in an ""F"" handshape close to your body. Then move your hands slightly away from yourself.",https://d2drp7fo8uq4gv.cloudfront.net/1cdf8108-9aa8-4f8f-86b2-928f25144857.mp4,feeling
165,manager,Person who oversees operations.,"This sign is a combination of the signs for ""manage"" and ""person"".",https://d2drp7fo8uq4gv.cloudfront.net/384bd3ff-0306-4959-8fa7-4371b462b217.mp4,job
191,lion,Large wild feline with mane.,"Begin with your hand in front of your forehead, then move your hand over the top of your head and then to the back of your head, mimicking a lion's mane.",https://d2drp7fo8uq4gv.cloudfront.net/db7c73d6-2b49-4b93-bec7-d91b89f2b947.mp4,animal
147,bed,Furniture used for sleeping.,"Place your palm against the side of your head and tilt your head to the side, mimicking someone putting their hand underneath their head as they go to bed.",https://d2drp7fo8uq4gv.cloudfront.net/0dbee0ff-cf2c-4002-b8d5-73ef9d0a1afe.mp4,thing
74,teach,Impart knowledge or skills.,"With both hands next to each other in front of you with your palms oriented forward, slightly move your hands forward 2 times.",https://d2drp7fo8uq4gv.cloudfront.net/92dcca86-0142-473f-941c-64104e136dac.mp4,activity
40,weekend,End of the week typically Saturday and Sunday.,"Begin with your dominant hand above the fingertips of your non-dominant hand. Your non-dominant hand should be pointing to the side and oriented toward yourself. Your dominant hand should be pointing away from you. Then, move your dominant hand to the side, just past your the fingertips of your non-dominant hand, and then move it down past your non-dominant hand while opening up your hand.",https://d2drp7fo8uq4gv.cloudfront.net/12e83c71-e3fb-40e1-95fb-a89f06d7aa5c.mp4,time
181,tea,Beverage made by steeping leaves.,"With your dominant hand above your non-dominant hand, place the tips of your thumb and index fingers of your dominant hand in the gap inside of your curled in index finger of your non-dominant hand. Then, move the fingertips of your thumb and index fingers in a circular motion inside of that gap.",https://d2drp7fo8uq4gv.cloudfront.net/d52af680-003c-4c5a-bed7-86c41dfec956.mp4,food & drink
116,old,Having lived for a long time.,"Begin with the index finger side of your hand against your chin and then move your hand down, slightly moving your hand from side to side as your hand moves down.",https://d2drp7fo8uq4gv.cloudfront.net/2d6e93f8-ef50-414a-b68c-f8470f5ce8d5.mp4,attribute
62,eat,Put food into the mouth.,"With your palm orientation towards yourself, place your fingertips against your mouth. Tap your fingertips against your mouth 2 times.",https://d2drp7fo8uq4gv.cloudfront.net/c4ffb869-70c5-4187-9aa1-a2c8b8ccfda7.mp4,activity
119,green,A color between blue and yellow.,"Begin with your hand in front of you with your thumb and index fingers pointing to the side. Then, you should rotate your hand to the other side while also moving your hand to the outside.",https://d2drp7fo8uq4gv.cloudfront.net/2f667587-b200-41b0-af74-e6336179f6cf.mp4,color
56,run,Move swiftly on foot.,Begin with both hands next to each other in front of you with your thumbs touching each other and your palms oriented down. Move both of your hands forward while curling in your index fingers a few times.,https://d2drp7fo8uq4gv.cloudfront.net/da13014c-ce8a-4ace-ae2d-844f355c97be.mp4,activity
192,tiger,Large striped feline.,"Place the fingertips of your hand in front of the side of your face. Then, move your fingertips toward your face and then slightly away a couple of times, mimicking the stripes of a tiger's face.",https://d2drp7fo8uq4gv.cloudfront.net/94b8d92b-1fa0-4ee3-bc00-7868d087170f.mp4,animal
51,go,Move from one place to another.,"Begin your hand above your shoulder, and then move it away from yourself. As your hand moves, your fingers should wiggle and then change into an ""S"" handshape.",https://d2drp7fo8uq4gv.cloudfront.net/d883506c-fbaa-4dc4-a98b-cafe7a4bd865.mp4,activity
45,Friday,The fifth weekday.,"Using an ""F"" handshape and your palm oriented away from yourself, make a circular motion two times.",https://d2drp7fo8uq4gv.cloudfront.net/3cded6fc-c67d-4e34-8ffd-b1aa1d5adf4d.mp4,time
95,hear,Perceive sound with the ears.,"Begin with your hand next to the side of your head with your thumb pointing toward your ear. Then, move your thumb toward your ear while curling your index and middle fingers in.",https://d2drp7fo8uq4gv.cloudfront.net/e3342604-850b-4b3c-94d4-25bfb4d7843a.mp4,activity
34,noon,12 o’clock midday.,Place your non-dominant hand underneath the elbow of your dominant hand. The forearm of your dominant hand and your dominant hand should be vertical with your palm oriented to the side. Tap your elbow on the top of your non-dominant hand a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/0d89c60f-75ea-45b0-a3e0-af8b59fdd6fa.mp4,time
160,nurse,Healthcare worker assisting patients.,Tap the fingertips of your index and middle fingers of your dominant hand on the wrist of your non-dominant hand a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/8bd15dcb-4124-4f4b-a235-dd557226bec7.mp4,job
141,hotel,Lodging establishment.,"Begin with the index finger of your non-dominant hand against the wrist of your dominant hand. Begin with the index and middle fingers of your dominant hand extended, then bend them in a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/6bf32d00-3eeb-4de0-9ba5-96a25905d40f.mp4,
44,Thursday,The fourth weekday.,"With your hand in an ""H"" handshape an your palm oriented towards yourself, move it in a circular motion 2 times.",https://d2drp7fo8uq4gv.cloudfront.net/01fd528c-25ad-41c2-9f52-8e7a9bb55833.mp4,time
72,forget,Fail to recall.,"This sign is a combination of the signs for ""think"" and ""disappear"".",https://d2drp7fo8uq4gv.cloudfront.net/a6ed2c3d-706e-413b-b8bb-86866fb5123a.mp4,activity
182,milk,White liquid from mammals.,"Begin with your hand in front of you and in a ""5"" handshape. Then, change your handshape to an ""S"" handshape 2 times. This sign mimics squeezing a cow's udder.",https://d2drp7fo8uq4gv.cloudfront.net/2d862357-f984-4743-a622-ca2f5bcae06f.mp4,food & drink
1,my,Possessive pronoun meaning belonging to me.,Place the palm side of your hand horizontally on your chest.,https://d2drp7fo8uq4gv.cloudfront.net/01529e1f-d89e-4f61-b19d-02eba16c8266.mp4,pronouns
113,slow,Moving with little speed.,"Begin with the fingertips of your dominant hand on top of the fingertips of your non-dominant hand. Both palms should be oriented down and your fingers should be pointing away from you. Then, slide the fingertips of your dominant hand across the back of your non-dominant hand to your wrist.",https://d2drp7fo8uq4gv.cloudfront.net/881b80b6-c82e-49c4-87b2-f9a69316f0e3.mp4,attribute
85,read,Look at and comprehend written words.,"Point the index and middle fingers of your dominant hand at the palm of your non-dominant hand. Then, move the index and middle fingers of your dominant hand up and down while staying pointed at the palm side of your non-dominant hand. This side mimics eyes reading a page from a book.",https://d2drp7fo8uq4gv.cloudfront.net/79307323-4baa-427a-9c21-2890664b3ba7.mp4,activity
32,morning,Early part of the day after sunrise.,"Begin with your non-dominant hand inside the elbow of your dominant hand. The forearm of your dominant hand should be laid out horizontally in front of your with your palm oriented upward. Then, you should move your forearm up toward yourself until your forearm and hand are vertical.",https://d2drp7fo8uq4gv.cloudfront.net/5289646c-e01f-47d0-a30c-57394667e7f6.mp4,time
103,sad,Feeling sorrow.,"Begin with both hands in front of your face with your palms oriented toward yourself and your dominant hand in a slightly higher position. Then, move both hands down past your face.",https://d2drp7fo8uq4gv.cloudfront.net/e0b5522f-7d5e-40f2-9418-cf7103ab6dbf.mp4,feeling
159,doctor,Medical professional.,"Place your non-dominant hand in front of you, and then place your dominant hand in a ""D"" handshape with your fingertips near your wrist. Then, tap your wrist with your fingertips 2 times.",https://d2drp7fo8uq4gv.cloudfront.net/1c6ab3e1-0c5c-43bf-994c-31a8c8f60c32.mp4,job
64,sleep,Rest with eyes closed.,"Begin with your hand in front of your face with the fingertips of your hand pointing at the top of your head. Then, move your hand down to your chin while bringing your fingertips together.",https://d2drp7fo8uq4gv.cloudfront.net/872f7c57-f784-455e-9ec2-ffe44b83826f.mp4,activity
42,Tuesday,The second weekday.,"With your hand in a ""T"" handshape and your palm oriented away from yourself, move your hand in a circle once or twice.",https://d2drp7fo8uq4gv.cloudfront.net/b644646b-b30e-48fd-bd94-3fa994bd0f38.mp4,time
97,have,Possess or own.,"Begin with the fingertips of both hands in front of each shoulder. Then, move both your hands toward yourself until they touch your chest.",https://d2drp7fo8uq4gv.cloudfront.net/190d749b-7820-4693-88cb-9394dd62868c.mp4,activity
133,there,In that place.,"Begin with hand in front of you with your palm oriented up and your fingers pointing away from yourself. Then, move your hand forward.",https://d2drp7fo8uq4gv.cloudfront.net/22b7dd15-ee89-445e-9116-2896a9428bfb.mp4,preposition
92,see,Perceive with the eyes.,"Begin with your palm oriented toward yourself and the fingertips of your index and middle fingers in front of your eyes. Then, move your hand away from yourself.",https://d2drp7fo8uq4gv.cloudfront.net/6b4c5c62-0ff3-4403-b587-e5c1d114b1f2.mp4,activity
117,red,A primary color resembling blood.,"Begin with your hand below your chin with the tip of your index finger touching your chin and your hand oriented toward yourself. Then, move your hand down while curling in your index finger.",https://d2drp7fo8uq4gv.cloudfront.net/7691f52c-d373-4e5b-8c47-034bf01e8bb1.mp4,color
57,drive,Operate a vehicle.,"Begin with both hands in front of your chest with your dominant hand above your non-dominant hand. Then, move both hands away from you.",https://d2drp7fo8uq4gv.cloudfront.net/115992dd-2003-42f2-a4fa-75c24082df2a.mp4,activity
54,arrive,Reach a destination.,Place your dominant hand in front of you with your palm oriented upward. Begin with your dominant hand close to you with its palm oriented towards yourself. Then bring your dominant hand down onto the palm of your non-dominant hand.,https://d2drp7fo8uq4gv.cloudfront.net/0ffb7a42-0088-4f53-82a7-308faa51c5e5.mp4,activity
31,night,The period of darkness between sunset and sunrise.,"With both hands oriented down in front of you with your dominant hand on top of your non-dominant hand, tap the palm side of your dominant hand down on the back of your non-dominant hand 2 times.",https://d2drp7fo8uq4gv.cloudfront.net/3372e163-dbce-4c4b-82d9-13a0fe562b2e.mp4,time
52,come,Move toward the speaker.,"Begin with both hands in front of you with your palms oriented upward. Then bring both hands toward yourself, bending your wrists down as you move, and ending with your palms oriented downward.",https://d2drp7fo8uq4gv.cloudfront.net/bc4be3f8-9bda-4986-9680-4f497927f387.mp4,activity
55,walk,Move on foot.,"Begin with your hand near yourself with your index and middle fingers pointing down. Then, move your hand forward while moving your index and middle fingers in opposite directions forward and backward mimicking a person walking.",https://d2drp7fo8uq4gv.cloudfront.net/4e655027-4b20-4b0f-b296-cfccf0011314.mp4,activity
39,week,Seven-day period.,"Begin with your dominant hand on top of the base of your your palm with both palms oriented toward each other. Then, slide your dominant hand across your non-dominant hand.",https://d2drp7fo8uq4gv.cloudfront.net/06b766c3-30df-4e54-836f-00bc29dc68fb.mp4,time
197,grass,Short green plants forming a lawn.,"With your palm oriented upward and your fingers pointing away from yourself, bring your hand up and touch the base of your palm on the bottom of your chin a couple times.",https://d2drp7fo8uq4gv.cloudfront.net/544b9479-8c9f-40c3-8194-21fb847624a8.mp4,plant
63,drink,Swallow liquid.,"Rotate your wrist back and forth a couple of times, gesturing as if your are drinking water from a cup.",https://d2drp7fo8uq4gv.cloudfront.net/acd9107b-3a38-4349-a3e7-72c9ad9939c0.mp4,activity
174,eggs,Oval food from birds.,Begin with the index and middle fingers of your dominant hand on top of the index and middle fingers of your non-dominant hand. Rotate your wrists with your hands moving downward until your palms are oriented downward.,https://d2drp7fo8uq4gv.cloudfront.net/5a9dfc9d-06d8-48ad-b328-68ef5d712636.mp4,food & drink
43,Wednesday,The third weekday.,"With your hand in a ""W"" handshape and your palm oriented towards yourself, move your hand in a circle once or twice.",https://d2drp7fo8uq4gv.cloudfront.net/b8ec7e85-c218-471d-9811-3e793d29d350.mp4,time
28,name,Word used to identify a person or thing.,Tap the side of the middle finger of your dominant hand onto the side of the index finger of your non-dominant hand a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/353736fc-5fbd-4a2c-b813-258b86018388.mp4,communication
131,far,At a great distance.,"Begin with both hands close to your body and against each other. Then, move your dominant hand away from yourself.",https://d2drp7fo8uq4gv.cloudfront.net/1027934a-72ad-45b7-9e7a-900774c70bf4.mp4,preposition
101,close,Shut or bring together.,Begin with both hands in front of you with your non-dominant hand farther away from you and your dominant hand near your body. Then bring your index fingers of your dominant hand up to the back of the index fingers of your non-dominant hand.,https://d2drp7fo8uq4gv.cloudfront.net/51e1361e-e833-4ff5-9da1-c659cbde596d.mp4,activity
76,plan,Organize steps ahead.,"Tap your forehead with your index finger, place both hands next to each other in front of you with your palms oriented toward each other. Begin with your hands on the dominant hand side of your body and then move them over to the non-dominant hand side of your body.",https://d2drp7fo8uq4gv.cloudfront.net/13a58d2e-a0a9-4418-86b0-0e93b860ce0f.mp4,activity
29,time,"Measure of minutes, hours, etc.","With your dominant hand in a ""T"" handshape, move it in a circle in front of the palm of your non-dominant hand and then place your dominant hand against the palm of your non-dominant hand.",https://d2drp7fo8uq4gv.cloudfront.net/9340b62b-9cde-4ac7-94dd-0491f23a3a07.mp4,time
23,no,Negative response.,"With your hand in front of you and oriented away from yourself, begin with your thumb, middle, and index fingers extended, and then bring those fingertips together.",https://d2drp7fo8uq4gv.cloudfront.net/b3dc3ecd-564e-4843-bbd7-2dee28fd99fc.mp4,communication
120,yellow,A bright primary color.,"With your hand in front of you, slightly rotate your wrist side to side a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/af54dc17-9b42-4d02-bf85-7269d2f6a33f.mp4,color
170,bread,Food made from baked dough.,Move the fingertips of your dominant hand across the back of your non-dominant hand a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/d6c00a7a-4ef2-4d07-bcef-c378338a22df.mp4,food & drink
171,rice,Edible grain.,"Place the index finger of your non-dominant hand horizontally in front of you. Then, move the fingertips of your dominant hand across the top of your index finger while also moving your hand up and down.",https://d2drp7fo8uq4gv.cloudfront.net/81483040-dc8a-4f70-876c-68d311ba691c.mp4,food & drink
189,cow,Large domesticated bovine.,Begin with your thumb touching the side of your forehead and your hand oriented away from yourself. Slightly rotate your wrist back and forth a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/3096cf2b-a83c-4597-b55a-288064f8c71a.mp4,animal
130,near,Close to.,"Begin with your hand in front of your face with the fingertips of your thumb and index finger pointing at your nose, then rotate your wrist down so that your hand is oriented down.",https://d2drp7fo8uq4gv.cloudfront.net/fdf02463-e0eb-49ce-b35a-c608c1baaf20.mp4,preposition
18,when,Question word asking about time.,"Begin with both hands next to each other in front of you with the fingertips of your index fingers touching each other. Then, move your dominant hand in a circular motion that first begins by moving forward and down, and then ending with your index fingers touching each other again.",https://d2drp7fo8uq4gv.cloudfront.net/9115d062-a4b7-4397-9a6a-ec9957ab3dac.mp4,question
144,restaurant,Place where meals are served.,"With your hand oriented toward yourself and below one side of your chin, bend your index and middle fingers down, making contact with the side of your chin, then move your hand over to the other side of your chin and make the same motion.",https://d2drp7fo8uq4gv.cloudfront.net/7a862879-7b4b-4f57-ba40-57fc332f229a.mp4,
108,small,Of limited size.,Begin with both hands next to each other in front of you with your palms oriented toward each other. Slightly move your hands toward each other a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/3dc993c1-f75c-4952-914b-102bc871ce18.mp4,attribute
22,yes,Affirmative response.,"With your hand in front of you in an ""S"" handshape and your palm oriented away from yourself, bend your wrist down a couple of time. This is mimics the movement of a head moving up and down.",https://d2drp7fo8uq4gv.cloudfront.net/432c405d-0438-468a-9dab-7c47d1d06ee7.mp4,communication
143,museum,Building where artifacts are displayed.,"Begin with your hands next to each other in front of you. The thumb side of your hands should be touching. Then, move your hands away from each other, and then down.",https://d2drp7fo8uq4gv.cloudfront.net/a7b2aa43-0000-4849-80e0-e88b5b25538c.mp4,
48,today,The current day.,Begin with both hands next to each other in front of you with your palms oriented up and slightly move your hands down a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/88592958-4301-451c-aab6-39208994ed9e.mp4,time
156,door,Movable barrier for entry.,"Begin with both hands in front of you and next to each other, with your hands touching on the index finger side of your hands. Rotate the wrist of your dominant hand inward toward yourself a couple of times.. This sign mimics a door opening.",https://d2drp7fo8uq4gv.cloudfront.net/86618205-a04c-4438-a860-938e7dd1054b.mp4,thing
71,remember,Recall information.,"Begin with your the thumb of your dominant hand touching the side of your forehead, then bring your dominant hand down and touch the thumb of your dominant hand on the thumb of your non-dominant hand.",https://d2drp7fo8uq4gv.cloudfront.net/d223325d-03a3-4272-9d71-fb3dc43a2790.mp4,activity
24,hello,A greeting.,Begin with the side of your index finger against your forehead and then move your hand up and away from your head.,https://d2drp7fo8uq4gv.cloudfront.net/626bba65-f6c6-4172-92d0-ebe74234dc1f.mp4,communication
158,car,Motor vehicle.,"Begin with both hands in front of you with your dominant hand closer to you, your hands pointing up, and your palms oriented to the side in opposite directions. Begin with your hands slightly away from each other and then have them make contact with each other 2 times.",https://d2drp7fo8uq4gv.cloudfront.net/bcd86940-144b-445e-9ea2-e53e647cb4ae.mp4,thing
19,why,Question word asking for reason.,"Begin with your middle finger touching the side of your forehead. Then, move your hand down and slightly away from yourself while curling in your middle finger.",https://d2drp7fo8uq4gv.cloudfront.net/159fc305-9c5b-48a1-acce-f2b31a2ee9f3.mp4,question
157,window,Opening in a wall for light or air.,"Begin with the fingers of your dominant hand above the fingers of your non-dominant hand with the fingers of both hands pointing to the side. Then, bring your dominant hand down on top of your non-dominant hand a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/16ac4c63-43eb-42b8-b069-07c5a92f4a3d.mp4,thing
184,dog,Domesticated canine.,Snap your fingers a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/c335e71e-a69d-4dd1-888a-ef85ec2b0b19.mp4,animal
193,elephant,Massive herbivorous mammal with trunk.,"Begin with the back of your hand touching your nose. Then bring your hand down, forwards, then up, mimicking the outline of an elephant's trunk.",https://d2drp7fo8uq4gv.cloudfront.net/b558a1e1-0e4d-488c-96e5-4f8433986e9a.mp4,animal
150,computer,Electronic device for processing data.,Move the bottom of your dominant hand along the back of the wrist of your non-dominant hand 2 times.,https://d2drp7fo8uq4gv.cloudfront.net/9f7ccde5-00a1-4559-afb3-89f9e07a6453.mp4,thing
21,how,Question word asking about manner or process.,"Place both hands in front of you with your palms oriented towards each other. Slightly rotate your dominant hand forwards a couple of times, while keeping your non-dominant hand still.",https://d2drp7fo8uq4gv.cloudfront.net/ae024613-b96f-41aa-89d0-464a964e9c76.mp4,question
5,his/her,Possessive pronoun for third-person singular.,"To sign ""His,"" form an open flat palm with your dominant hand (fingers together and straight). Push your palm directly toward the person you are referring to, or toward the space in the air where you have established their presence. This open-palm gesture is distinct from pointing and is used specifically to indicate possession.",https://www.handspeak.com/word/h/his/his.mp4,pronouns
